"DRS","Time","base","virus","projecao","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"MARÍLIA",12,"2023-09-19","covid","Previsto",2023-09-12,5.0205,0,3.6,1.4205,10,0,1
"MARÍLIA",12,"2023-09-27","covid","Previsto",2023-09-20,3.13075,0,1.8,1.33075,7,0,1
"MARÍLIA",12,"2023-10-06","covid","Previsto",2023-09-28,11.90025,7,0,4.90025,19,0,1
"MARÍLIA",12,"2023-10-11","covid","Previsto",2023-10-04,3.03025,0.8,0,2.23025,4,1,1
"MARÍLIA",12,"2023-10-18","covid","Previsto",2023-10-10,3.14025,0.4,0,2.74025,2,1,1
"MARÍLIA",12,"2023-10-20","covid","Previsto",2023-10-20,2.99025,0,0.6,2.39025,3,1,1
"MARÍLIA",12,"2023-10-25","covid","Previsto",2023-10-18,6.45,0,5.2,1.25,12,0,1
"MARÍLIA",12,"2023-11-01","covid","Previsto",2023-10-24,6.3955,3,0,3.3955,11,0,1
"MARÍLIA",12,"2023-11-08","covid","Previsto",2023-11-08,3.35025,0,1.8,1.55025,7,0,1
"MARÍLIA",12,"2023-11-13","covid","Previsto",2023-11-11,2.1205,0,0.2,1.9205,1,1,1
"MARÍLIA",12,"2023-11-29","covid","Previsto",2023-11-22,1.5805,0.2,0,1.3805,1,1,1
"MARÍLIA",12,"2023-12-06","covid","Previsto",2023-11-29,5.09025,3.8,0,1.29025,9,0,1
"MARÍLIA",12,"2023-12-13","covid","Previsto",2023-12-05,2.31,0.8,0,1.51,4,1,1
"MARÍLIA",12,"2023-12-20","covid","Previsto",2023-12-12,1.31,0,0.2,1.11,1,1,1
"MARÍLIA",12,"2023-12-27","covid","Previsto",2023-12-23,0.74,0,0.2,0.54,1,1,1
"MARÍLIA",12,"2024-01-03","covid","Previsto",2023-12-23,0.77,0,0.2,0.57,1,1,1
"MARÍLIA",12,"2024-01-17","covid","Previsto",2024-01-09,0.82,0,0.4,0.42,2,1,1
"MARÍLIA",12,"2024-01-31","covid","Previsto",2024-01-24,3.2485,0,1,2.2485,5,1,1
"MARÍLIA",12,"2024-02-07","covid","Previsto",2024-01-30,3.89025,0,3,0.89025,7,0,1
"MARÍLIA",12,"2024-02-14","covid","Previsto",2024-02-09,1.38025,0,0.4,0.98025,2,1,1
"MARÍLIA",12,"2024-02-21","covid","Previsto",2024-02-14,5.31025,0,3.8,1.51025,11,0,1
"MARÍLIA",12,"2024-02-28","covid","Previsto",2024-02-21,2.77525,0,1,1.77525,5,1,1
"MARÍLIA",12,"2024-03-06","covid","Previsto",2024-02-28,4.1805,1.2,0,2.9805,6,1,1
"MARÍLIA",12,"2024-03-13","covid","Previsto",2024-03-06,8.7305,5,0,3.7305,17,0,1
"MARÍLIA",12,"2024-03-18","covid","Previsto",2024-03-16,18.14025,14.99,0,3.15025,29,0,0
"MARÍLIA",12,"2024-03-20","covid","Previsto",2024-03-20,1.84025,0.2,0,1.64025,1,1,1
"MARÍLIA",12,"2024-03-27","covid","Previsto",2024-03-27,1.77025,0,1.2,0.57025,4,0,1
"MARÍLIA",12,"2024-04-10","covid","Previsto",2024-04-03,3.23,0,2.8,0.43,6,0,1
"MARÍLIA",12,"2024-04-17","covid","Previsto",2024-04-03,3.22,0,2.8,0.42,6,0,1
"MARÍLIA",12,"2024-04-24","covid","Previsto",2024-04-10,6.26025,0,5.8,0.46025,11,0,1
"MARÍLIA",12,"2024-05-08","covid","Previsto",2024-04-18,0.86,0.2,0,0.66,1,1,1
"MARÍLIA",10,"2024-05-15","covid","Previsto",2024-05-07,1.39,0.2,0,1.19,1,1,1
"MARÍLIA",10,"2024-05-23","covid","Previsto",2024-05-08,1.15025,0.2,0,0.95025,1,1,1
"MARÍLIA",10,"2024-05-29","covid","Previsto",2024-05-08,1.27075,0.2,0,1.07075,1,1,1
"MARÍLIA",10,"2024-06-05","covid","Previsto",2024-05-09,2.07,1,0,1.07,3,0,1
"MARÍLIA",10,"2024-06-12","covid","Previsto",2024-05-09,2.06025,1,0,1.06025,3,0,1
"MARÍLIA",7,"2024-06-26","covid","Previsto",2024-06-12,166.648249999997,0,0.2,166.448249999997,1,1,1
"MARÍLIA",7,"2024-07-04","covid","Previsto",2024-06-13,55.1485,0,0.2,54.9485,1,1,1
"MARÍLIA",7,"2024-07-23","covid","Previsto",2024-07-05,8.18075,3.6,0,4.58075,10,0,1
"MARÍLIA",10,"2024-08-14","covid","Previsto",2024-08-06,3.83749999999999,0,0,3.83749999999999,0,1,1
"MARÍLIA",10,"2024-08-21","covid","Previsto",2024-08-16,2.47525,0,0.8,1.67525,4,1,1
"MARÍLIA",11,"2024-08-28","covid","Previsto",2024-08-28,11.56,0,10.8,0.76,20,0,1
"MARÍLIA",11,"2024-09-03","covid","Previsto",2024-08-27,6.06025,1,0,5.06025,5,1,1
"MARÍLIA",11,"2024-09-11","covid","Previsto",2024-09-11,7.59025,4.6,0,2.99025,13,0,1
"MARÍLIA",11,"2024-09-18","covid","Previsto",2024-09-11,16.36025,11.4,0,4.96025,27,0,1
"MARÍLIA",11,"2024-09-25","covid","Previsto",2024-09-18,11.31,7.2,0,4.11,20,0,1
"MARÍLIA",11,"2024-10-02","covid","Previsto",2024-09-24,1.5105,0,0,1.5105,0,1,1
"PIRACICABA",12,"2023-05-31","covid","Previsto",2023-05-24,3.21,0,2.8,0.41,6,0,1
"PIRACICABA",12,"2023-06-06","covid","Previsto",2023-06-06,2.00025,1,0,1.00025,3,0,1
"PIRACICABA",12,"2023-06-14","covid","Previsto",2023-06-08,5.89,3,0,2.89,9,0,1
"PIRACICABA",12,"2023-06-20","covid","Previsto",2023-06-20,0.95025,0,0,0.95025,0,1,1
"PIRACICABA",12,"2023-07-06","covid","Previsto",2023-06-24,0.83,0,0.4,0.43,2,1,1
"PIRACICABA",12,"2023-07-19","covid","Previsto",2023-07-15,2.05,0,1.6,0.45,4,0,1
"PIRACICABA",12,"2023-07-25","covid","Previsto",2023-07-14,1.59,0,1.4,0.19,3,0,1
"PIRACICABA",12,"2023-08-02","covid","Previsto",2023-08-01,2.01,0,1.2,0.81,4,0,1
"PIRACICABA",12,"2023-08-08","covid","Previsto",2023-08-01,2.53025,0,1.8,0.73025,5,0,1
"PIRACICABA",12,"2023-08-16","covid","Previsto",2023-08-06,1.9005,0,1.2,0.7005,4,0,1
"PIRACICABA",12,"2023-08-23","covid","Previsto",2023-08-23,13.53125,8,0,5.53125,22,0,1
"PIRACICABA",12,"2023-08-30","covid","Previsto",2023-08-23,15.24025,9.2,0,6.04025,24,0,1
"PIRACICABA",12,"2023-09-06","covid","Previsto",2023-09-01,17.86025,12.4,0,5.46025,28,0,0
"PIRACICABA",12,"2023-09-19","covid","Previsto",2023-09-19,3.76025,0,2.8,0.96025,8,0,1
"PIRACICABA",12,"2023-09-27","covid","Previsto",2023-09-26,6.33,0,5.2,1.13,12,0,1
"PIRACICABA",12,"2023-10-06","covid","Previsto",2023-10-06,8.33525,0,7.3,1.03525,15,0,1
"PIRACICABA",12,"2023-10-11","covid","Previsto",2023-10-11,2.54025,0,1,1.54025,5,1,1
"PIRACICABA",12,"2023-10-18","covid","Previsto",2023-10-18,4.49,0,2,2.49,10,1,1
"PIRACICABA",12,"2023-10-20","covid","Previsto",2023-10-20,2.63025,0,0.8,1.83025,4,1,1
"PIRACICABA",12,"2023-10-25","covid","Previsto",2023-10-25,11.21525,6.6,0,4.61525,19,0,1
"PIRACICABA",12,"2023-11-01","covid","Previsto",2023-11-01,7.6,5.2,0,2.4,14,0,1
"PIRACICABA",12,"2023-11-08","covid","Previsto",2023-11-08,6.33025,4.4,0,1.93025,12,0,1
"PIRACICABA",12,"2023-11-13","covid","Previsto",2023-11-11,2.655,0.8,0,1.855,4,1,1
"PIRACICABA",12,"2023-11-29","covid","Previsto",2023-11-29,7.8305,5.4,0,2.4305,13,0,1
"PIRACICABA",12,"2023-12-06","covid","Previsto",2023-11-29,8.41525,5.6,0,2.81525,14,0,1
"PIRACICABA",12,"2023-12-13","covid","Previsto",2023-11-29,9.7515,6.8,0,2.9515,16,0,0
"PIRACICABA",12,"2023-12-20","covid","Previsto",2023-12-20,0.49,0,0,0.49,0,1,1
"PIRACICABA",12,"2023-12-27","covid","Previsto",2023-12-16,0.74,0,0.2,0.54,1,1,1
"PIRACICABA",12,"2024-01-03","covid","Previsto",2023-12-27,1.08,0,0.8,0.28,2,0,1
"PIRACICABA",12,"2024-01-17","covid","Previsto",2024-01-17,0.3,0,0,0.3,0,1,1
"PIRACICABA",12,"2024-01-31","covid","Previsto",2024-01-23,0.73025,0,0.2,0.53025,1,1,1
"PIRACICABA",12,"2024-02-07","covid","Previsto",2024-02-03,4.39025,0,4,0.39025,8,0,1
"PIRACICABA",12,"2024-02-14","covid","Previsto",2024-02-06,2.15,0,1.6,0.55,4,0,1
"PIRACICABA",12,"2024-02-21","covid","Previsto",2024-02-07,3.56,0,3,0.56,7,0,1
"PIRACICABA",12,"2024-02-28","covid","Previsto",2024-02-21,10.31075,0,0.4,9.91074999999999,2,1,1
"PIRACICABA",12,"2024-03-06","covid","Previsto",2024-03-06,49.28025,34.49,0,14.79025,78.5,0,0
"PIRACICABA",12,"2024-03-13","covid","Previsto",2024-03-13,26.46575,15.8,0,10.66575,43,0,1
"PIRACICABA",12,"2024-03-18","covid","Previsto",2024-03-16,11.5535,5.2,0,6.3535,20,0,1
"PIRACICABA",12,"2024-03-20","covid","Previsto",2024-03-13,13.8705,7.4,0,6.4705,23,0,1
"PIRACICABA",12,"2024-03-27","covid","Previsto",2024-03-19,4.79575,0.8,0,3.99575,4,1,1
"PIRACICABA",12,"2024-04-10","covid","Previsto",2024-03-26,1.29025,0,0.2,1.09025,1,1,1
"PIRACICABA",12,"2024-04-17","covid","Previsto",2024-03-28,1.30025,0,0.2,1.10025,1,1,1
"PIRACICABA",11,"2024-04-24","covid","Previsto",2024-04-19,2.046,0,0,2.046,0,1,1
"PIRACICABA",12,"2024-05-08","covid","Previsto",2024-04-24,2.65,1.6,0,1.05,4,0,1
"PIRACICABA",11,"2024-05-15","covid","Previsto",2024-05-07,1.58,1,0,0.58,3,0,1
"PIRACICABA",11,"2024-05-23","covid","Previsto",2024-05-11,0.94,0.4,0,0.54,2,1,1
"PIRACICABA",11,"2024-05-29","covid","Previsto",2024-05-09,0.98025,0.4,0,0.58025,2,1,1
"PIRACICABA",11,"2024-06-05","covid","Previsto",2024-05-14,0.44,0,0,0.44,0,1,1
"PIRACICABA",11,"2024-06-12","covid","Previsto",2024-05-14,0.44,0,0,0.44,0,1,1
"PIRACICABA",11,"2024-06-26","covid","Previsto",2024-06-14,0.82,0,0.4,0.42,2,1,1
"PIRACICABA",11,"2024-07-04","covid","Previsto",2024-06-14,0.71,0,0.4,0.31,2,1,1
"PIRACICABA",10,"2024-07-23","covid","Previsto",2024-07-13,6.37025,4.2,0,2.17025,9,0,0
"PIRACICABA",9,"2024-08-14","covid","Previsto",2024-08-06,3.37,0,2.8,0.57,6,0,1
"PIRACICABA",10,"2024-08-21","covid","Previsto",2024-08-15,5.54025,0,4.2,1.34025,9,0,1
"PIRACICABA",12,"2024-08-28","covid","Previsto",2024-08-28,9.31225,2.8,0,6.51225,14,1,1
"PIRACICABA",12,"2024-09-03","covid","Previsto",2024-08-27,10.1855,3.2,0,6.98549999999999,14,0,1
"PIRACICABA",12,"2024-09-11","covid","Previsto",2024-09-11,4.01,0.6,0,3.41,3,1,1
"PIRACICABA",12,"2024-09-18","covid","Previsto",2024-09-10,3.32,0.8,0,2.52,4,1,1
"PIRACICABA",12,"2024-09-25","covid","Previsto",2024-09-18,1.6405,0,0.6,1.0405,3,1,1
"PIRACICABA",12,"2024-10-02","covid","Previsto",2024-09-24,1.3505,0.2,0,1.1505,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-05-31","covid","Previsto",2023-05-23,823.933249999999,7.8,0,816.133249999999,39,1,1
"PRESIDENTE PRUDENTE",12,"2023-06-06","covid","Previsto",2023-05-27,764.92475,8.6,0,756.32475,41,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-14","covid","Previsto",2023-06-01,18.461,3.8,0,14.661,13,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-20","covid","Previsto",2023-06-02,24.0955,3.4,0,20.6955,13,0,1
"PRESIDENTE PRUDENTE",12,"2023-07-06","covid","Previsto",2023-06-16,2.15025,0.6,0,1.55025,3,1,1
"PRESIDENTE PRUDENTE",11,"2023-07-19","covid","Previsto",2023-07-05,0.970749999999999,0,0.2,0.770749999999999,1,1,1
"PRESIDENTE PRUDENTE",11,"2023-07-25","covid","Previsto",2023-07-08,0.8405,0,0.2,0.6405,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-08-02","covid","Previsto",2023-07-28,1.90025,0,1.2,0.70025,4,0,1
"PRESIDENTE PRUDENTE",12,"2023-08-08","covid","Previsto",2023-07-25,3.39025,0,2.8,0.59025,6,0,1
"PRESIDENTE PRUDENTE",12,"2023-08-16","covid","Previsto",2023-07-25,3.47025,0,2.8,0.67025,6,0,1
"PRESIDENTE PRUDENTE",11,"2023-08-23","covid","Previsto",2023-08-16,1.17,0,0,1.17,0,1,1
"PRESIDENTE PRUDENTE",11,"2023-08-30","covid","Previsto",2023-08-18,1.41,0.4,0,1.01,2,1,1
"PRESIDENTE PRUDENTE",11,"2023-09-06","covid","Previsto",2023-08-18,1.57025,0.4,0,1.17025,2,1,1
"PRESIDENTE PRUDENTE",12,"2023-09-19","covid","Previsto",2023-09-06,1.6,0,1.4,0.2,3,0,1
"PRESIDENTE PRUDENTE",12,"2023-09-27","covid","Previsto",2023-09-12,1.99525,0.9,0,1.09525,3,0,1
"PRESIDENTE PRUDENTE",11,"2023-10-06","covid","Previsto",2023-09-27,1.5105,0,0.2,1.3105,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-10-11","covid","Previsto",2023-10-03,1,0,0.4,0.6,2,1,1
"PRESIDENTE PRUDENTE",12,"2023-10-18","covid","Previsto",2023-10-11,3.54675,0,1.6,1.94675,8,1,1
"PRESIDENTE PRUDENTE",12,"2023-10-20","covid","Previsto",2023-10-12,2.70025,0,0.8,1.90025,4,1,1
"PRESIDENTE PRUDENTE",12,"2023-10-25","covid","Previsto",2023-10-17,9.376,4.3,0,5.076,15.5,0,1
"PRESIDENTE PRUDENTE",12,"2023-11-01","covid","Previsto",2023-10-17,10.2605,5,0,5.2605,15,0,1
"PRESIDENTE PRUDENTE",11,"2023-11-08","covid","Previsto",2023-11-01,1.89,0,0.2,1.69,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-11-13","covid","Previsto",2023-11-11,1.66025,0.2,0,1.46025,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-11-29","covid","Previsto",2023-11-22,1.81,0,0.8,1.01,4,1,1
"PRESIDENTE PRUDENTE",12,"2023-12-06","covid","Previsto",2023-11-28,1.861,0,0,1.861,0,1,1
"PRESIDENTE PRUDENTE",12,"2023-12-13","covid","Previsto",2023-11-29,1.64025,0,0,1.64025,0,1,1
"PRESIDENTE PRUDENTE",12,"2023-12-20","covid","Previsto",2023-12-02,4.69125,3,0,1.69125,7,0,1
"PRESIDENTE PRUDENTE",12,"2023-12-27","covid","Previsto",2023-12-02,4.7255,3.2,0,1.5255,8,0,1
"PRESIDENTE PRUDENTE",12,"2024-01-03","covid","Previsto",2023-12-07,2.21,1.2,0,1.01,4,0,1
"PRESIDENTE PRUDENTE",12,"2024-01-17","covid","Previsto",2024-01-03,1.59,0,1.4,0.19,3,0,1
"PRESIDENTE PRUDENTE",12,"2024-01-31","covid","Previsto",2024-01-16,0.33,0,0,0.33,0,1,1
"PRESIDENTE PRUDENTE",12,"2024-02-07","covid","Previsto",2024-01-25,2.16,0,2,0.16,4,0,1
"PRESIDENTE PRUDENTE",11,"2024-02-14","covid","Previsto",2024-02-10,5.0715,0,2.6,2.4715,11,0,1
"PRESIDENTE PRUDENTE",12,"2024-02-21","covid","Previsto",2024-02-14,14.041,3,0,11.041,15,1,1
"PRESIDENTE PRUDENTE",12,"2024-02-28","covid","Previsto",2024-02-28,12.41025,6.2,0,6.21025,21,0,1
"PRESIDENTE PRUDENTE",12,"2024-03-06","covid","Previsto",2024-02-28,13.15025,6.6,0,6.55025,23,0,1
"PRESIDENTE PRUDENTE",12,"2024-03-13","covid","Previsto",2024-03-06,28.71025,20.2,0,8.51025,49,0,0
"PRESIDENTE PRUDENTE",12,"2024-03-18","covid","Previsto",2024-03-16,9.5615,4.2,0,5.3615,15,0,1
"PRESIDENTE PRUDENTE",12,"2024-03-20","covid","Previsto",2024-03-13,11.14025,5.4,0,5.74025,19,0,1
"PRESIDENTE PRUDENTE",12,"2024-03-27","covid","Previsto",2024-03-12,8.44625,3.2,0,5.24625,14,0,1
"PRESIDENTE PRUDENTE",12,"2024-04-10","covid","Previsto",2024-03-30,1.0205,0,0.4,0.6205,2,1,1
"PRESIDENTE PRUDENTE",12,"2024-04-17","covid","Previsto",2024-04-04,1.63025,0.4,0,1.23025,2,1,1
"PRESIDENTE PRUDENTE",12,"2024-04-24","covid","Previsto",2024-04-03,2.07,0.6,0,1.47,3,1,1
"PRESIDENTE PRUDENTE",12,"2024-05-08","covid","Previsto",2024-04-03,1.97,0.4,0,1.57,2,1,1
"PRESIDENTE PRUDENTE",9,"2024-05-15","covid","Previsto",2024-04-30,1.00075,0.2,0,0.800749999999999,1,1,1
"PRESIDENTE PRUDENTE",8,"2024-05-23","covid","Previsto",2024-05-18,11.76025,0.2,0,11.56025,1,1,1
"PRESIDENTE PRUDENTE",8,"2024-05-29","covid","Previsto",2024-05-18,9.16899999999999,0.2,0,8.96899999999999,1,1,1
"PRESIDENTE PRUDENTE",8,"2024-06-05","covid","Previsto",2024-05-18,4.231,0.2,0,4.031,1,1,1
"PRESIDENTE PRUDENTE",7,"2024-06-12","covid","Previsto",2024-05-30,2.7015,0.2,0,2.5015,1,1,1
"PRESIDENTE PRUDENTE",7,"2024-06-26","covid","Previsto",2024-05-30,2.2615,0.2,0,2.0615,1,1,1
"PRESIDENTE PRUDENTE",7,"2024-07-04","covid","Previsto",2024-05-30,2.8305,0.4,0,2.4305,2,1,1
"PRESIDENTE PRUDENTE",5,"2024-07-23","covid","Previsto",2024-06-29,6.30649999999999,0,0,6.30649999999999,0,1,1
"PRESIDENTE PRUDENTE",5,"2024-08-14","covid","Previsto",2024-07-18,7.35099999999998,0,0,7.35099999999998,0,1,1
"PRESIDENTE PRUDENTE",5,"2024-08-21","covid","Previsto",2024-07-18,7.51599999999999,0,0,7.51599999999999,0,1,1
"PRESIDENTE PRUDENTE",5,"2024-08-28","covid","Previsto",2024-08-23,17149.2902499996,12.2,0,17137.0902499996,47,0,1
"PRESIDENTE PRUDENTE",5,"2024-09-03","covid","Previsto",2024-08-23,72613.8624999993,13.2,0,72600.6624999993,52,0,1
"PRESIDENTE PRUDENTE",7,"2024-09-11","covid","Previsto",2024-09-03,18.22475,1.2,0,17.02475,6,1,1
"PRESIDENTE PRUDENTE",7,"2024-09-18","covid","Previsto",2024-09-11,11.61025,1.3,0,10.31025,5,0,1
"PRESIDENTE PRUDENTE",8,"2024-09-25","covid","Previsto",2024-09-18,2.20025,0,0.2,2.00025,1,1,1
"PRESIDENTE PRUDENTE",8,"2024-10-02","covid","Previsto",2024-09-18,4.71199999999998,0,0.2,4.51199999999998,1,1,1
"REGISTRO",12,"2023-05-31","covid","Previsto",2023-05-11,1.1,0.8,0,0.3,2,0,1
"REGISTRO",12,"2023-06-06","covid","Previsto",2023-05-11,1.11,0.8,0,0.31,2,0,1
"REGISTRO",12,"2023-06-14","covid","Previsto",2023-05-31,0.14,0,0,0.14,0,1,1
"REGISTRO",12,"2023-06-20","covid","Previsto",2023-05-31,0.13,0,0,0.13,0,1,1
"REGISTRO",12,"2023-07-06","covid","Previsto",2023-06-29,32.766,5.8,0,26.966,19,0,1
"REGISTRO",12,"2023-07-19","covid","Previsto",2023-07-04,15.9425,4.4,0,11.5425,14,0,1
"REGISTRO",12,"2023-07-25","covid","Previsto",2023-07-14,17.583,6,0,11.583,18,0,1
"REGISTRO",12,"2023-08-02","covid","Previsto",2023-07-22,9.89799999999999,1.8,0,8.09799999999999,7,0,1
"REGISTRO",11,"2023-08-08","covid","Previsto",2023-07-28,12.67925,1,0,11.67925,5,1,1
"REGISTRO",12,"2023-08-16","covid","Previsto",2023-08-09,3.1935,0,0,3.1935,0,1,1
"REGISTRO",12,"2023-08-23","covid","Previsto",2023-08-11,1.8415,0.2,0,1.6415,1,1,1
"REGISTRO",11,"2023-08-30","covid","Previsto",2023-08-18,3.74325,0.4,0,3.34325,2,1,1
"REGISTRO",12,"2023-09-06","covid","Previsto",2023-08-25,7.3625,2.6,0,4.7625,9,0,1
"REGISTRO",12,"2023-09-19","covid","Previsto",2023-09-08,1.49075,0,0.2,1.29075,1,1,1
"REGISTRO",12,"2023-09-27","covid","Previsto",2023-09-19,3.54525,0,0.4,3.14525,2,1,1
"REGISTRO",12,"2023-10-06","covid","Previsto",2023-10-06,2.66275,0.8,0,1.86275,4,1,1
"REGISTRO",12,"2023-10-11","covid","Previsto",2023-10-07,13.71375,6.2,0,7.51375,19,0,1
"REGISTRO",12,"2023-10-18","covid","Previsto",2023-10-10,17.029,6.6,0,10.429,21,0,1
"REGISTRO",12,"2023-10-20","covid","Previsto",2023-10-13,2.6505,0.8,0,1.8505,4,1,1
"REGISTRO",12,"2023-10-25","covid","Previsto",2023-10-18,2.12,0,0.6,1.52,3,1,1
"REGISTRO",12,"2023-11-01","covid","Previsto",2023-10-25,4.30125,1.2,0,3.10125,6,1,1
"REGISTRO",12,"2023-11-08","covid","Previsto",2023-10-31,1.355,0,0,1.355,0,1,1
"REGISTRO",12,"2023-11-13","covid","Previsto",2023-11-03,4.15025,3,0,1.15025,7,0,1
"REGISTRO",12,"2023-11-29","covid","Previsto",2023-11-21,2.86025,1.4,0,1.46025,5,0,1
"REGISTRO",12,"2023-12-06","covid","Previsto",2023-11-22,2.45,1.2,0,1.25,4,0,1
"REGISTRO",12,"2023-12-13","covid","Previsto",2023-12-05,2.60025,0.8,0,1.80025,4,1,1
"REGISTRO",12,"2023-12-20","covid","Previsto",2023-12-13,3.05575,1.4,0,1.65575,5,0,1
"REGISTRO",12,"2023-12-27","covid","Previsto",2023-12-23,2.5,1.6,0,0.9,4,0,1
"REGISTRO",12,"2024-01-03","covid","Previsto",2023-12-20,1.27,0.2,0,1.07,1,1,1
"REGISTRO",12,"2024-01-17","covid","Previsto",2024-01-05,1.23025,0.8,0,0.43025,2,0,1
"REGISTRO",12,"2024-01-31","covid","Previsto",2024-01-25,3.79,1.8,0,1.99,5,0,1
"REGISTRO",12,"2024-02-07","covid","Previsto",2024-01-23,1.5805,1,0,0.5805,3,0,1
"REGISTRO",11,"2024-02-14","covid","Previsto",2024-02-08,0.58025,0,0,0.58025,0,1,1
"REGISTRO",10,"2024-02-21","covid","Previsto",2024-02-06,1.50075,0.4,0,1.10075,2,1,1
"REGISTRO",8,"2024-02-28","covid","Previsto",2024-02-15,1.06,0,0.8,0.26,2,0,1
"REGISTRO",10,"2024-03-06","covid","Previsto",2024-03-06,292.6575,52.39,0,240.2675,158,0,0
"REGISTRO",10,"2024-03-13","covid","Previsto",2024-03-05,1276.2085,52.8,0,1223.4085,168,0,1
"REGISTRO",9,"2024-03-18","covid","Previsto",2024-03-15,21.30175,9,0,12.30175,31,0,1
"REGISTRO",10,"2024-03-20","covid","Previsto",2024-03-20,10.37125,5,0,5.37125,15,0,1
"REGISTRO",10,"2024-03-27","covid","Previsto",2024-03-19,16.2305,8.4,0,7.8305,22,0,1
"REGISTRO",10,"2024-04-10","covid","Previsto",2024-03-22,16.5405,9.6,0,6.9405,24,0,0
"REGISTRO",10,"2024-04-17","covid","Previsto",2024-03-22,17.551,10.2,0,7.351,25,0,0
"REGISTRO",10,"2024-04-24","covid","Previsto",2024-03-22,16.47675,9.4,0,7.07675,23,0,0
"REGISTRO",10,"2024-05-08","covid","Previsto",2024-03-22,12.19075,6.4,0,5.79075,18,0,1
"REGISTRO",6,"2024-05-15","covid","Previsto",2024-05-10,46.1247499999996,0.8,0,45.3247499999996,2,0,1
"REGISTRO",6,"2024-05-23","covid","Previsto",2024-05-10,4.618,0.8,0,3.818,2,0,1
"REGISTRO",6,"2024-05-29","covid","Previsto",2024-05-10,7.96024999999997,0.8,0,7.16024999999997,2,0,1
"REGISTRO",5,"2024-06-05","covid","Previsto",2024-05-22,11.26075,0,0,11.26075,0,1,1
"REGISTRO",5,"2024-06-12","covid","Previsto",2024-05-22,5.20849999999987,0,0,5.20849999999987,0,1,1
"REGISTRO",5,"2024-06-26","covid","Previsto",2024-05-22,22.1472499999997,0,0,22.1472499999997,0,1,1
"REGISTRO",5,"2024-07-04","covid","Previsto",2024-05-22,11.4759999999999,0,0,11.4759999999999,0,1,1
"REGISTRO",5,"2024-07-23","covid","Previsto",2024-05-22,1.22699999999997,0,0,1.22699999999997,0,1,1
"REGISTRO",3,"2024-08-14","covid","Previsto",2024-08-02,3.97171293148776e+262,0,0,3.97171293148776e+262,0,1,1
"REGISTRO",3,"2024-08-21","covid","Previsto",2024-08-02,7.68318456878211e+248,0,0,7.68318456878211e+248,0,1,1
"REGISTRO",3,"2024-08-28","covid","Previsto",2024-08-02,7.14593168172446e+263,0,0,7.14593168172446e+263,0,1,1
"REGISTRO",3,"2024-09-03","covid","Previsto",2024-08-02,1.18255752905363e+245,0,0,1.18255752905363e+245,0,1,1
"REGISTRO",3,"2024-09-11","covid","Previsto",2024-08-02,8.54638460578361e+274,0,0,8.54638460578361e+274,0,1,1
"REGISTRO",3,"2024-09-18","covid","Previsto",2024-08-02,1.21588895742937e+252,0,0,1.21588895742937e+252,0,1,1
"REGISTRO",3,"2024-09-25","covid","Previsto",2024-08-02,2.95703886849947e+273,0,0,2.95703886849947e+273,0,1,1
"REGISTRO",3,"2024-10-02","covid","Previsto",2024-08-02,3.48331799398318e+257,0,0,3.48331799398318e+257,0,1,1
"RIBEIRÃO PRETO",12,"2023-05-31","covid","Previsto",2023-05-23,1.791,0.2,0,1.591,1,1,1
"RIBEIRÃO PRETO",12,"2023-06-06","covid","Previsto",2023-05-30,2.0505,0.5,0,1.5505,2.5,1,1
"RIBEIRÃO PRETO",12,"2023-06-14","covid","Previsto",2023-05-30,1.98025,0.6,0,1.38025,3,1,1
"RIBEIRÃO PRETO",12,"2023-06-20","covid","Previsto",2023-06-08,0.66025,0,0,0.66025,0,1,1
"RIBEIRÃO PRETO",12,"2023-07-06","covid","Previsto",2023-06-27,2.41,0,0,2.41,0,1,1
"RIBEIRÃO PRETO",12,"2023-07-19","covid","Previsto",2023-07-19,3.62,0,2.2,1.42,7,0,1
"RIBEIRÃO PRETO",12,"2023-07-25","covid","Previsto",2023-07-18,3.05025,0,1.2,1.85025,6,1,1
"RIBEIRÃO PRETO",12,"2023-08-02","covid","Previsto",2023-07-25,4.63025,1.8,0,2.83025,7,0,1
"RIBEIRÃO PRETO",12,"2023-08-08","covid","Previsto",2023-08-01,10.31025,5.8,0,4.51025,15,0,1
"RIBEIRÃO PRETO",12,"2023-08-16","covid","Previsto",2023-08-09,4.32,0,3.2,1.12,8,0,1
"RIBEIRÃO PRETO",12,"2023-08-23","covid","Previsto",2023-08-16,2.34,0,1,1.34,5,1,1
"RIBEIRÃO PRETO",12,"2023-08-30","covid","Previsto",2023-08-30,3.40025,0.4,0,3.00025,2,1,1
"RIBEIRÃO PRETO",12,"2023-09-06","covid","Previsto",2023-09-06,2.2305,0,0,2.2305,0,1,1
"RIBEIRÃO PRETO",12,"2023-09-19","covid","Previsto",2023-09-12,3.60525,0,1.6,2.00525,8,1,1
