"DRS","Time","base","virus","tipo","widow","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"GRANDE SÃO PAULO",12,"2023-12-13","covid","mediana",10,2023-12-06,3.96025,0,0,3.96025,0,1,1
"MARÍLIA",12,"2023-12-13","covid","com_atraso",10,2023-12-05,2.60025,0,2.2,0.40025,5,0,1
"MARÍLIA",32,"2023-12-13","covid","com_atraso",30,2023-12-05,2.02,0,1.6,0.42,4,0,1
"MARÍLIA",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-07,2.14125,0.6,0,1.54125,3,1,1
"MARÍLIA",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-07,1.72,0.6,0,1.12,3,1,1
"MARÍLIA",12,"2023-12-13","covid","mediana",10,2023-12-05,2.64025,1.4,0,1.24025,5,0,1
"PIRACICABA",12,"2023-12-13","covid","com_atraso",10,2023-11-29,0.74,0.2,0,0.54,1,1,1
"PIRACICABA",32,"2023-12-13","covid","com_atraso",30,2023-11-29,0.96,0.4,0,0.56,2,1,1
"PIRACICABA",15,"2023-12-13","covid","corte 3 semanas",10,2023-11-28,1.41025,0,0.2,1.21025,1,1,1
"PIRACICABA",35,"2023-12-13","covid","corte 3 semanas",30,2023-11-28,1.88,0.6,0,1.28,3,1,1
"PIRACICABA",12,"2023-12-13","covid","mediana",10,2023-11-29,9.60025,7.5,0,2.10025,15.5,0,0
"PRESIDENTE PRUDENTE",12,"2023-12-13","covid","com_atraso",10,2023-11-29,1.86025,0,1.2,0.66025,4,0,1
"PRESIDENTE PRUDENTE",32,"2023-12-13","covid","com_atraso",30,2023-11-29,1.53,0,1,0.53,3,0,1
"PRESIDENTE PRUDENTE",15,"2023-12-13","covid","corte 3 semanas",10,2023-11-30,1.58125,0,0.4,1.18125,2,1,1
"PRESIDENTE PRUDENTE",35,"2023-12-13","covid","corte 3 semanas",30,2023-11-30,1.16,0,0.2,0.96,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-12-13","covid","mediana",10,2023-11-29,1.81025,0.4,0,1.41025,2,1,1
"REGISTRO",12,"2023-12-13","covid","com_atraso",10,2023-12-05,0.55,0,0,0.55,0,1,1
"REGISTRO",32,"2023-12-13","covid","com_atraso",30,2023-12-05,0.76025,0.2,0,0.56025,1,1,1
"REGISTRO",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-06,1.35025,0,0,1.35025,0,1,1
"REGISTRO",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-06,1.69025,0.4,0,1.29025,2,1,1
"REGISTRO",12,"2023-12-13","covid","mediana",10,2023-12-05,1.54025,0.6,0,0.94025,3,1,1
"RIBEIRÃO PRETO",12,"2023-12-13","covid","com_atraso",10,2023-12-06,0.38,0,0,0.38,0,1,1
"RIBEIRÃO PRETO",32,"2023-12-13","covid","com_atraso",30,2023-12-06,0.38,0,0,0.38,0,1,1
"RIBEIRÃO PRETO",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-06,0.59025,0,0,0.59025,0,1,1
"RIBEIRÃO PRETO",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-06,0.53,0,0,0.53,0,1,1
"RIBEIRÃO PRETO",12,"2023-12-13","covid","mediana",10,2023-12-06,4.21,3.1,0,1.11,7.5,0,1
"SOROCABA",12,"2023-12-13","covid","com_atraso",10,2023-12-06,2.86025,0,2.6,0.26025,5,0,1
"SOROCABA",32,"2023-12-13","covid","com_atraso",30,2023-12-06,2.27,0,2,0.27,4,0,1
"SOROCABA",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-05,4.69,0,4,0.69,8,0,1
"SOROCABA",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-05,4.02025,0,3.4,0.62025,7,0,1
"SOROCABA",12,"2023-12-13","covid","mediana",10,2023-12-06,0.99025,0.2,0,0.79025,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-13","covid","com_atraso",10,2023-12-05,6.13,0,5.6,0.53,10,0,0
"SÃO JOSÉ DO RIO PRETO",32,"2023-12-13","covid","com_atraso",30,2023-12-05,6.42,0,6,0.42,10,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-09,2.6,0,0.8,1.8,4,1,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-09,2.21,0.4,0,1.81,2,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-13","covid","mediana",10,2023-12-05,1.79,0.2,0,1.59,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-13","covid","com_atraso",10,2023-12-06,0.57,0,0.2,0.37,1,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-12-13","covid","com_atraso",30,2023-12-06,0.27,0,0,0.27,0,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-08,5.75075,2.2,0,3.55075,7,0,1
"SÃO JOÃO DA BOA VISTA",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-08,3.74025,2,0,1.74025,6,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-13","covid","mediana",10,2023-12-13,0.6,0,0.2,0.4,1,1,1
"TAUBATÉ",12,"2023-12-13","covid","com_atraso",10,2023-12-06,10.63,0,10.2,0.43,15,0,0
"TAUBATÉ",32,"2023-12-13","covid","com_atraso",30,2023-12-06,10.52,0,10,0.52,14,0,0
"TAUBATÉ",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-05,5.80025,0,1.8,4.00025,9,1,1
"TAUBATÉ",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-05,3.76,0,1.6,2.16,8,1,1
"TAUBATÉ",12,"2023-12-13","covid","mediana",10,2023-12-06,2.32,0,1,1.32,5,1,1
"ARARAQUARA",12,"2023-12-20","covid","com_atraso",10,2023-12-13,1.66,0,1.4,0.26,3,0,1
"ARARAQUARA",32,"2023-12-20","covid","com_atraso",30,2023-12-13,1.65,0,1.4,0.25,3,0,1
"ARARAQUARA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-07,2.682,0.2,0,2.482,1,1,1
"ARARAQUARA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-07,1.01,0.2,0,0.81,1,1,1
"ARARAQUARA",12,"2023-12-20","covid","mediana",10,2023-12-13,0.89025,0,0.2,0.69025,1,1,1
"ARAÇATUBA",12,"2023-12-20","covid","com_atraso",10,2023-12-12,1.38,0,1,0.38,3,0,1
"ARAÇATUBA",32,"2023-12-20","covid","com_atraso",30,2023-12-12,1.07,0,0.8,0.27,2,0,1
"ARAÇATUBA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,1.143,0,0.2,0.942999999999997,1,1,1
"ARAÇATUBA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,0.78025,0,0.2,0.58025,1,1,1
"ARAÇATUBA",12,"2023-12-20","covid","mediana",10,2023-12-19,0.89,0.2,0,0.69,1,1,1
"BAIXADA SANTISTA",12,"2023-12-20","covid","com_atraso",10,2023-12-05,0.72025,0,0.2,0.52025,1,1,1
"BAIXADA SANTISTA",32,"2023-12-20","covid","com_atraso",30,2023-12-05,0.71,0,0.2,0.51,1,1,1
"BAIXADA SANTISTA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-09,7.68525,0,0.2,7.48525,1,1,1
"BAIXADA SANTISTA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-09,2.011,0,0,2.011,0,1,1
"BAIXADA SANTISTA",12,"2023-12-20","covid","mediana",10,2023-12-12,1.66,0,1.4,0.26,3,0,1
"BARRETOS",11,"2023-12-20","covid","com_atraso",10,2023-12-13,0.47025,0.2,0,0.27025,1,1,1
"BARRETOS",32,"2023-12-20","covid","com_atraso",30,2023-12-13,0.45,0.2,0,0.25,1,1,1
"BARRETOS",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,0.5,0,0,0.5,0,1,1
"BARRETOS",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,0.27,0,0,0.27,0,1,1
"BARRETOS",12,"2023-12-20","covid","mediana",10,2023-12-13,0.02,0,0,0.02,0,1,1
"BAURU",12,"2023-12-20","covid","com_atraso",10,2023-12-09,0.61,0.2,0,0.41,1,1,1
"BAURU",32,"2023-12-20","covid","com_atraso",30,2023-12-09,0.6,0.2,0,0.4,1,1,1
"BAURU",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-07,2.17175,0,0.8,1.37175,4,1,1
"BAURU",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-07,1.45,0,0.2,1.25,1,1,1
"BAURU",12,"2023-12-20","covid","mediana",10,2023-12-09,1.09,0.4,0,0.69,2,1,1
"CAMPINAS",12,"2023-12-20","covid","com_atraso",10,2023-12-12,5.86,0,5.6,0.26,8,0,0
"CAMPINAS",32,"2023-12-20","covid","com_atraso",30,2023-12-12,4.87,0,4.6,0.27,7,0,0
"CAMPINAS",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-15,4.2,1.4,0,2.8,7,1,1
"CAMPINAS",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-15,3.99,1.8,0,2.19,7,0,1
"CAMPINAS",12,"2023-12-20","covid","mediana",10,2023-12-12,1.27,0,0.6,0.67,3,1,1
"FRANCA",12,"2023-12-20","covid","com_atraso",10,2023-12-16,0.26,0,0,0.26,0,1,1
"FRANCA",32,"2023-12-20","covid","com_atraso",30,2023-12-16,0.25,0,0,0.25,0,1,1
"FRANCA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-16,0.97025,0,0,0.97025,0,1,1
"FRANCA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-16,0.63025,0.2,0,0.43025,1,1,1
"FRANCA",12,"2023-12-20","covid","mediana",10,2023-12-16,0.64,0.2,0,0.44,1,1,1
"GRANDE SÃO PAULO",10,"2023-12-20","covid","com_atraso",10,2023-12-13,29.48025,0,28.59,0.89025,35,0,0
"GRANDE SÃO PAULO",32,"2023-12-20","covid","com_atraso",30,2023-12-13,29.68,0,29,0.68,35,0,0
"GRANDE SÃO PAULO",13,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,17.604,0,14,3.604,32,0,1
"GRANDE SÃO PAULO",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,17.5605,0,15.6,1.9605,32,0,1
"GRANDE SÃO PAULO",12,"2023-12-20","covid","mediana",10,2023-12-20,14.51,0,13.2,1.31,24,0,0
"MARÍLIA",12,"2023-12-20","covid","com_atraso",10,2023-12-12,3.17,0,2.8,0.37,6,0,1
"MARÍLIA",32,"2023-12-20","covid","com_atraso",30,2023-12-12,2.59,0,2.2,0.39,5,0,1
"MARÍLIA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-14,1.6805,0,0.2,1.4805,1,1,1
"MARÍLIA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-14,1.14025,0,0,1.14025,0,1,1
"MARÍLIA",12,"2023-12-20","covid","mediana",10,2023-12-12,1.08,0,0.4,0.68,2,1,1
"PIRACICABA",12,"2023-12-20","covid","com_atraso",10,2023-12-13,2.87,0,2.6,0.27,5,0,1
"PIRACICABA",32,"2023-12-20","covid","com_atraso",30,2023-12-13,2.86,0,2.6,0.26,5,0,1
"PIRACICABA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,2.20025,0,0,2.20025,0,1,1
"PIRACICABA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,1.53025,0.2,0,1.33025,1,1,1
"PIRACICABA",12,"2023-12-20","covid","mediana",10,2023-12-20,0.63,0,0,0.63,0,1,1
"PRESIDENTE PRUDENTE",12,"2023-12-20","covid","com_atraso",10,2023-12-02,2.26,1.6,0,0.66,4,0,1
"PRESIDENTE PRUDENTE",32,"2023-12-20","covid","com_atraso",30,2023-12-02,2.73,2.2,0,0.53,5,0,1
"PRESIDENTE PRUDENTE",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-02,2.6415,1.2,0,1.4415,4,0,1
"PRESIDENTE PRUDENTE",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-02,2.87025,1.8,0,1.07025,5,0,1
"PRESIDENTE PRUDENTE",12,"2023-12-20","covid","mediana",10,2023-12-02,6.1505,4.8,0,1.3505,10,0,0
"REGISTRO",12,"2023-12-20","covid","com_atraso",10,2023-12-13,0.41,0,0,0.41,0,1,1
"REGISTRO",31,"2023-12-20","covid","com_atraso",30,2023-12-13,0.72,0.2,0,0.52,1,1,1
"REGISTRO",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,4.45075,1.2,0,3.25075,4,0,1
"REGISTRO",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,2.6805,1.4,0,1.2805,5,0,1
"REGISTRO",12,"2023-12-20","covid","mediana",10,2023-12-13,2.14,1.2,0,0.94,4,0,1
"RIBEIRÃO PRETO",12,"2023-12-20","covid","com_atraso",10,2023-12-12,1.98025,0,1.6,0.38025,4,0,1
"RIBEIRÃO PRETO",32,"2023-12-20","covid","com_atraso",30,2023-12-12,2.27,0,2,0.27,4,0,1
"RIBEIRÃO PRETO",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,1.03025,0,0,1.03025,0,1,1
"RIBEIRÃO PRETO",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,1.18,0,0,1.18,0,1,1
"RIBEIRÃO PRETO",12,"2023-12-20","covid","mediana",10,2023-12-12,2.03,0,1.6,0.43,4,0,1
"SOROCABA",12,"2023-12-20","covid","com_atraso",10,2023-12-13,1.67,0,1.4,0.27,3,0,1
"SOROCABA",32,"2023-12-20","covid","com_atraso",30,2023-12-13,1.66,0,1.4,0.26,3,0,1
"SOROCABA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-05,3.2505,0,0.4,2.8505,2,1,1
"SOROCABA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-05,2.0805,0,0.2,1.8805,1,1,1
"SOROCABA",12,"2023-12-20","covid","mediana",10,2023-12-13,0.88,0.2,0,0.68,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-20","covid","com_atraso",10,2023-12-12,6.41,0,6,0.41,10,0,0
"SÃO JOSÉ DO RIO PRETO",32,"2023-12-20","covid","com_atraso",30,2023-12-12,5.91,0,5.4,0.51,9,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-23,3.9405,0,3.4,0.5405,7,0,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-23,3.23,0,2.8,0.43,6,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-20","covid","mediana",10,2023-12-20,4.09,0,3.8,0.29,7,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-20","covid","com_atraso",10,2023-12-13,0.46,0,0.2,0.26,1,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-12-20","covid","com_atraso",30,2023-12-13,0.45,0,0.2,0.25,1,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-13,2.25,0.8,0,1.45,4,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-13,2.2,1.2,0,1,4,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-20","covid","mediana",10,2023-12-13,0.8,0.2,0,0.6,1,1,1
"TAUBATÉ",12,"2023-12-20","covid","com_atraso",10,2023-12-13,7.2,0,6.8,0.4,10,0,0
"TAUBATÉ",32,"2023-12-20","covid","com_atraso",30,2023-12-13,7.98,0,7.6,0.38,10,0,0
"TAUBATÉ",15,"2023-12-20","covid","corte 3 semanas",10,2023-12-16,4.913,0,0.4,4.513,2,1,1
"TAUBATÉ",35,"2023-12-20","covid","corte 3 semanas",30,2023-12-16,2.37025,0,0.2,2.17025,1,1,1
"TAUBATÉ",12,"2023-12-20","covid","mediana",10,2023-12-13,3.19,0,2.4,0.79,6,0,1
"ARARAQUARA",12,"2023-12-27","covid","com_atraso",10,2023-12-14,1.37,0,1,0.37,3,0,1
"ARARAQUARA",32,"2023-12-27","covid","com_atraso",30,2023-12-14,1.27,0,1,0.27,3,0,1
"ARARAQUARA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-07,1.57125,0,0,1.57125,0,1,1
"ARARAQUARA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-07,0.945,0.2,0,0.745,1,1,1
"ARARAQUARA",12,"2023-12-27","covid","mediana",10,2023-12-14,0.84025,0,0.4,0.44025,2,1,1
"ARAÇATUBA",12,"2023-12-27","covid","com_atraso",10,2023-12-27,0.26,0,0,0.26,0,1,1
"ARAÇATUBA",32,"2023-12-27","covid","com_atraso",30,2023-12-27,0.25,0,0,0.25,0,1,1
"ARAÇATUBA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-20,0.9,0,0.4,0.5,2,1,1
"ARAÇATUBA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-20,0.79,0,0.4,0.39,2,1,1
"ARAÇATUBA",12,"2023-12-27","covid","mediana",10,2023-12-27,0.51025,0.2,0,0.31025,1,1,1
"BAIXADA SANTISTA",12,"2023-12-27","covid","com_atraso",10,2023-12-14,0.78,0,0.4,0.38,2,1,1
"BAIXADA SANTISTA",32,"2023-12-27","covid","com_atraso",30,2023-12-14,0.8,0,0.4,0.4,2,1,1
"BAIXADA SANTISTA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-14,1.81,0,0.6,1.21,3,1,1
"BAIXADA SANTISTA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-14,1.39,0,0.6,0.79,3,1,1
"BAIXADA SANTISTA",12,"2023-12-27","covid","mediana",10,2023-12-14,1.1,0,0.8,0.3,2,0,1
"BARRETOS",11,"2023-12-27","covid","com_atraso",10,2023-12-16,0.46,0.2,0,0.26,1,1,1
"BARRETOS",32,"2023-12-27","covid","com_atraso",30,2023-12-16,0.45,0.2,0,0.25,1,1,1
"BARRETOS",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-16,1.10075,0,0,1.10075,0,1,1
"BARRETOS",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-16,0.47025,0.2,0,0.27025,1,1,1
"BARRETOS",12,"2023-12-27","covid","mediana",10,2023-12-16,0.03,0,0,0.03,0,1,1
"BAURU",12,"2023-12-27","covid","com_atraso",10,2023-12-23,3.17,0,2.8,0.37,6,0,1
"BAURU",32,"2023-12-27","covid","com_atraso",30,2023-12-23,3.86,0,3.6,0.26,6,0,0
"BAURU",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-14,5.3845,0.6,0,4.7845,3,1,1
"BAURU",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-14,2.1,0.8,0,1.3,4,1,1
"BAURU",12,"2023-12-27","covid","mediana",10,2023-12-23,3.49,0,3.2,0.29,6,0,1
"CAMPINAS",12,"2023-12-27","covid","com_atraso",10,2023-12-13,4.4,0,4,0.4,8,0,1
"CAMPINAS",32,"2023-12-27","covid","com_atraso",30,2023-12-13,3.80025,0,3.4,0.40025,7,0,1
"CAMPINAS",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-22,5.8,0,4.6,1.2,11,0,1
"CAMPINAS",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-22,5.07,0,4,1.07,10,0,1
"CAMPINAS",12,"2023-12-27","covid","mediana",10,2023-12-20,7.81,0,7.4,0.41,11,0,0
"FRANCA",12,"2023-12-27","covid","com_atraso",10,2023-12-20,0.25,0,0,0.25,0,1,1
"FRANCA",31,"2023-12-27","covid","com_atraso",30,2023-12-20,0.25,0,0,0.25,0,1,1
"FRANCA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-16,1.46125,0.2,0,1.26125,1,1,1
"FRANCA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-16,1.21,0.4,0,0.81,2,1,1
"FRANCA",12,"2023-12-27","covid","mediana",10,2023-12-20,0.36,0,0.2,0.16,1,1,1
"GRANDE SÃO PAULO",10,"2023-12-27","covid","com_atraso",10,2023-12-20,29.06,0,28.4,0.66,34,0,0
"GRANDE SÃO PAULO",32,"2023-12-27","covid","com_atraso",30,2023-12-20,28.84,0,28.2,0.64,33,0,0
"GRANDE SÃO PAULO",13,"2023-12-27","covid","corte 3 semanas",10,2023-12-20,16.44025,0,14,2.44025,30,0,1
"GRANDE SÃO PAULO",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-20,17.51,0,16.2,1.31,31,0,1
"GRANDE SÃO PAULO",12,"2023-12-27","covid","mediana",10,2023-12-20,9.17025,0,7.4,1.77025,17,0,1
"MARÍLIA",12,"2023-12-27","covid","com_atraso",10,2023-12-23,1.97,0,1.6,0.37,4,0,1
"MARÍLIA",32,"2023-12-27","covid","com_atraso",30,2023-12-23,1.67,0,1.4,0.27,3,0,1
"MARÍLIA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-21,1.6905,0.6,0,1.0905,3,1,1
"MARÍLIA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-21,1.54,0.6,0,0.94,3,1,1
"MARÍLIA",12,"2023-12-27","covid","mediana",10,2023-12-23,0.88,0,0.2,0.68,1,1,1
"PIRACICABA",12,"2023-12-27","covid","com_atraso",10,2023-12-16,1.36,0,1,0.36,3,0,1
"PIRACICABA",32,"2023-12-27","covid","com_atraso",30,2023-12-16,1.26025,0,1,0.26025,3,0,1
"PIRACICABA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-13,3.172,0,0,3.172,0,1,1
"PIRACICABA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-13,1.5705,0.2,0,1.3705,1,1,1
"PIRACICABA",12,"2023-12-27","covid","mediana",10,2023-12-16,0.8905,0,0.2,0.6905,1,1,1
"PRESIDENTE PRUDENTE",12,"2023-12-27","covid","com_atraso",10,2023-12-02,2.46025,1.8,0,0.66025,5,0,1
"PRESIDENTE PRUDENTE",32,"2023-12-27","covid","com_atraso",30,2023-12-02,2.74,2.2,0,0.54,5,0,1
"PRESIDENTE PRUDENTE",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-02,2.7005,1.2,0,1.5005,4,0,1
"PRESIDENTE PRUDENTE",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-02,3.35025,2.4,0,0.95025,6,0,1
"PRESIDENTE PRUDENTE",12,"2023-12-27","covid","mediana",10,2023-12-02,6.14025,4.8,0,1.34025,10,0,0
"REGISTRO",12,"2023-12-27","covid","com_atraso",10,2023-12-23,1.07,0.8,0,0.27,2,0,1
"REGISTRO",32,"2023-12-27","covid","com_atraso",30,2023-12-23,1.19,0.8,0,0.39,2,0,1
"REGISTRO",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-23,1.6,0.8,0,0.8,2,0,1
"REGISTRO",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-23,1.85025,1,0,0.85025,3,0,1
"REGISTRO",12,"2023-12-27","covid","mediana",10,2023-12-23,2.31025,1.6,0,0.71025,4,0,1
"RIBEIRÃO PRETO",12,"2023-12-27","covid","com_atraso",10,2023-12-23,2.15,0,1.6,0.55,4,0,1
"RIBEIRÃO PRETO",32,"2023-12-27","covid","com_atraso",30,2023-12-23,2.39,0,2,0.39,4,0,1
"RIBEIRÃO PRETO",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-20,1.59,0,1,0.59,3,0,1
"RIBEIRÃO PRETO",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-20,1.43,0,1,0.43,3,0,1
"RIBEIRÃO PRETO",12,"2023-12-27","covid","mediana",10,2023-12-23,2.26,0.4,0,1.86,2,1,1
"SOROCABA",12,"2023-12-27","covid","com_atraso",10,2023-12-16,0.80025,0,0.4,0.40025,2,1,1
"SOROCABA",32,"2023-12-27","covid","com_atraso",30,2023-12-16,0.8,0,0.4,0.4,2,1,1
"SOROCABA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-15,2.16025,0,0.4,1.76025,2,1,1
"SOROCABA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-15,1.22025,0,0.2,1.02025,1,1,1
"SOROCABA",12,"2023-12-27","covid","mediana",10,2023-12-23,0.61,0.2,0,0.41,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-27","covid","com_atraso",10,2023-12-16,6.06,0,5.4,0.66,11,0,1
"SÃO JOSÉ DO RIO PRETO",32,"2023-12-27","covid","com_atraso",30,2023-12-16,6.14,0,5.6,0.54,10,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-23,3.90025,0,3.4,0.50025,7,0,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-23,2.93,0,2.4,0.53,6,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-27","covid","mediana",10,2023-12-23,1.1505,0.2,0,0.9505,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-27","covid","com_atraso",10,2023-12-20,1.95,0,1.8,0.15,3,0,1
"SÃO JOÃO DA BOA VISTA",32,"2023-12-27","covid","com_atraso",30,2023-12-20,1.94,0,1.8,0.14,3,0,1
"SÃO JOÃO DA BOA VISTA",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-20,0.96,0,0.2,0.76,1,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-20,0.91,0,0.2,0.71,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-27","covid","mediana",10,2023-12-20,0.83025,0,0.4,0.43025,2,1,1
"TAUBATÉ",12,"2023-12-27","covid","com_atraso",10,2023-12-20,4.97,0,4.6,0.37,7,0,0
"TAUBATÉ",32,"2023-12-27","covid","com_atraso",30,2023-12-20,4.87,0,4.6,0.27,7,0,0
"TAUBATÉ",15,"2023-12-27","covid","corte 3 semanas",10,2023-12-22,3.70025,0,3,0.70025,7,0,1
"TAUBATÉ",35,"2023-12-27","covid","corte 3 semanas",30,2023-12-22,3.36,0,2.8,0.56,6,0,1
"TAUBATÉ",12,"2023-12-27","covid","mediana",10,2023-12-20,3.21,0,2.8,0.41,6,0,1
"ARARAQUARA",12,"2024-01-03","covid","com_atraso",10,2023-12-29,1.38,0,1,0.38,3,0,1
"ARARAQUARA",32,"2024-01-03","covid","com_atraso",30,2023-12-29,1.07,0,0.8,0.27,2,0,1
"ARARAQUARA",15,"2024-01-03","covid","corte 3 semanas",10,2023-12-27,2.19025,0,2,0.19025,4,0,1
"ARARAQUARA",35,"2024-01-03","covid","corte 3 semanas",30,2023-12-27,1.86,0,1.6,0.26,4,0,1
"ARARAQUARA",12,"2024-01-03","covid","mediana",10,2023-12-29,0.79,0,0.4,0.39,2,1,1
"ARAÇATUBA",12,"2024-01-03","covid","com_atraso",10,2023-12-29,1.05,0,0.8,0.25,2,0,1
"ARAÇATUBA",32,"2024-01-03","covid","com_atraso",30,2023-12-29,1.05,0,0.8,0.25,2,0,1
"ARAÇATUBA",15,"2024-01-03","covid","corte 3 semanas",10,2023-12-22,1.00025,0,0.4,0.60025,2,1,1
"ARAÇATUBA",35,"2024-01-03","covid","corte 3 semanas",30,2023-12-22,0.79,0,0.4,0.39,2,1,1
"ARAÇATUBA",12,"2024-01-03","covid","mediana",10,2023-12-29,0.81,0,0.4,0.41,2,1,1
"BAIXADA SANTISTA",12,"2024-01-03","covid","com_atraso",10,2023-12-30,0.26,0,0,0.26,0,1,1
"BAIXADA SANTISTA",32,"2024-01-03","covid","com_atraso",30,2023-12-30,0.27,0,0,0.27,0,1,1
"BAIXADA SANTISTA",15,"2024-01-03","covid","corte 3 semanas",10,2023-12-21,1.62575,0,0.4,1.22575,2,1,1
