"DRS","Time","base","virus","tipo","widow","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"SOROCABA",32,"2023-11-13","covid","com_atraso",30,2023-11-11,10.12,0,9.6,0.52,14,0,0
"SOROCABA",15,"2023-11-13","covid","corte 3 semanas",10,2023-11-07,13.77025,3.2,0,10.57025,16,1,1
"SOROCABA",35,"2023-11-13","covid","corte 3 semanas",30,2023-11-07,13.2105,5.8,0,7.4105,23,0,1
"SOROCABA",12,"2023-11-13","covid","mediana",10,2023-11-11,4.63025,2.6,0,2.03025,9,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-13","covid","com_atraso",10,2023-11-03,1.65025,0,0,1.65025,0,1,1
"SÃO JOSÉ DO RIO PRETO",32,"2023-11-13","covid","com_atraso",30,2023-11-03,1.53,0.2,0,1.33,1,1,1
"SÃO JOSÉ DO RIO PRETO",15,"2023-11-13","covid","corte 3 semanas",10,2023-11-09,3.29075,0,1.4,1.89075,7,1,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-11-13","covid","corte 3 semanas",30,2023-11-09,2.45025,0,1,1.45025,5,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-13","covid","mediana",10,2023-11-11,1.58075,0,0,1.58075,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-13","covid","com_atraso",10,2023-11-11,3.525,0,3.2,0.325,6,0,1
"SÃO JOÃO DA BOA VISTA",32,"2023-11-13","covid","com_atraso",30,2023-11-11,3.2,0,2.8,0.4,6,0,1
"SÃO JOÃO DA BOA VISTA",15,"2023-11-13","covid","corte 3 semanas",10,2023-11-09,3.99025,0,1.4,2.59025,7,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-11-13","covid","corte 3 semanas",30,2023-11-09,2.0605,0,0.6,1.4605,3,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-13","covid","mediana",10,2023-11-11,2.31,0.7,0,1.61,3.5,1,1
"TAUBATÉ",12,"2023-11-13","covid","com_atraso",10,2023-11-11,34.1,0,33.4,0.7,41,0,0
"TAUBATÉ",32,"2023-11-13","covid","com_atraso",30,2023-11-11,30.94,0,30.2,0.74,39,0,0
"TAUBATÉ",15,"2023-11-13","covid","corte 3 semanas",10,2023-11-11,19.06075,0,2,17.06075,10,1,1
"TAUBATÉ",35,"2023-11-13","covid","corte 3 semanas",30,2023-11-11,15.10075,5.3,0,9.80075,26.5,1,1
"TAUBATÉ",12,"2023-11-13","covid","mediana",10,2023-11-11,33.25575,26.69,0,6.56575,60,0,0
"ARARAQUARA",12,"2023-11-29","covid","com_atraso",10,2023-11-21,1.08,0,0.8,0.28,2,0,1
"ARARAQUARA",32,"2023-11-29","covid","com_atraso",30,2023-11-21,0.78,0,0.4,0.38,2,1,1
"ARARAQUARA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-24,2.5005,0.8,0,1.7005,4,1,1
"ARARAQUARA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-24,3.09025,1.6,0,1.49025,6,0,1
"ARARAQUARA",12,"2023-11-29","covid","mediana",10,2023-11-28,0.73,0.2,0,0.53,1,1,1
"ARAÇATUBA",12,"2023-11-29","covid","com_atraso",10,2023-11-21,0.81,0,0.4,0.41,2,1,1
"ARAÇATUBA",32,"2023-11-29","covid","com_atraso",30,2023-11-21,0.60025,0,0.2,0.40025,1,1,1
"ARAÇATUBA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-23,2.271,0.6,0,1.671,3,1,1
"ARAÇATUBA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-23,2.32,1.2,0,1.12,4,0,1
"ARAÇATUBA",12,"2023-11-29","covid","mediana",10,2023-11-28,2.02,1.2,0,0.82,4,0,1
"BAIXADA SANTISTA",12,"2023-11-29","covid","com_atraso",10,2023-11-29,1.06,0,0.8,0.26,2,0,1
"BAIXADA SANTISTA",32,"2023-11-29","covid","com_atraso",30,2023-11-29,1.05,0,0.8,0.25,2,0,1
"BAIXADA SANTISTA",15,"2023-11-29","covid","corte 3 semanas",10,2023-12-02,2.46125,0,1.2,1.26125,4,0,1
"BAIXADA SANTISTA",35,"2023-11-29","covid","corte 3 semanas",30,2023-12-02,1.6,0,1,0.6,3,0,1
"BAIXADA SANTISTA",12,"2023-11-29","covid","mediana",10,2023-11-29,0.9,0.2,0,0.7,1,1,1
"BARRETOS",12,"2023-11-29","covid","com_atraso",10,2023-11-22,1.06,0,0.8,0.26,2,0,1
"BARRETOS",32,"2023-11-29","covid","com_atraso",30,2023-11-22,1.05,0,0.8,0.25,2,0,1
"BARRETOS",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-14,11.015,1.2,0,9.815,4,0,1
"BARRETOS",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-14,2.28075,1.2,0,1.08075,4,0,1
"BARRETOS",12,"2023-11-29","covid","mediana",10,2023-11-22,1.20025,0,0.9,0.30025,2.5,0,1
"BAURU",12,"2023-11-29","covid","com_atraso",10,2023-11-22,5.51,0,5,0.51,9,0,0
"BAURU",32,"2023-11-29","covid","com_atraso",30,2023-11-22,4.72025,0,4.2,0.52025,9,0,1
"BAURU",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-22,3.25125,0,0.6,2.65125,3,1,1
"BAURU",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-22,3.83025,1.2,0,2.63025,6,1,1
"BAURU",12,"2023-11-29","covid","mediana",10,2023-11-22,5.62,0,5.2,0.42,10,0,1
"CAMPINAS",12,"2023-11-29","covid","com_atraso",10,2023-11-22,19.7,0,18.8,0.9,26,0,0
"CAMPINAS",32,"2023-11-29","covid","com_atraso",30,2023-11-22,17.01,0,16.1,0.91,22.5,0,0
"CAMPINAS",15,"2023-11-29","covid","corte 3 semanas",10,2023-12-02,8.73075,0,7.2,1.53075,14,0,1
"CAMPINAS",35,"2023-11-29","covid","corte 3 semanas",30,2023-12-02,4.42025,0,2.8,1.62025,10,0,1
"CAMPINAS",12,"2023-11-29","covid","mediana",10,2023-11-29,2.1,0,0.8,1.3,4,1,1
"FRANCA",12,"2023-11-29","covid","com_atraso",10,2023-11-24,0.61,0.2,0,0.41,1,1,1
"FRANCA",32,"2023-11-29","covid","com_atraso",30,2023-11-24,1.21,0.8,0,0.41,2,0,1
"FRANCA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-22,3.18025,1.6,0,1.58025,6,0,1
"FRANCA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-22,4.43,2.8,0,1.63,8,0,1
"FRANCA",12,"2023-11-29","covid","mediana",10,2023-11-24,5.04,3.8,0,1.24,9,0,1
"GRANDE SÃO PAULO",10,"2023-11-29","covid","com_atraso",10,2023-11-22,43.94,0,42.8,1.14,56,0,0
"GRANDE SÃO PAULO",32,"2023-11-29","covid","com_atraso",30,2023-11-22,43.64,0,42.6,1.04,51,0,0
"GRANDE SÃO PAULO",13,"2023-11-29","covid","corte 3 semanas",10,2023-11-29,36.20325,0,34.4,1.80325,58,0,1
"GRANDE SÃO PAULO",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-29,54.57025,0,54.39,0.18025,58,0,0
"GRANDE SÃO PAULO",12,"2023-11-29","covid","mediana",10,2023-11-29,23.13025,0,21.39,1.74025,37,0,0
"MARÍLIA",12,"2023-11-29","covid","com_atraso",10,2023-11-22,3.36025,0,2.8,0.56025,6,0,1
"MARÍLIA",32,"2023-11-29","covid","com_atraso",30,2023-11-22,2.83,0,2.2,0.63,5,0,1
"MARÍLIA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-24,3.33,0,1.2,2.13,6,1,1
"MARÍLIA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-24,1.52025,0,0.2,1.32025,1,1,1
"MARÍLIA",12,"2023-11-29","covid","mediana",10,2023-11-22,1.21,0,0,1.21,0,1,1
"PIRACICABA",12,"2023-11-29","covid","com_atraso",10,2023-11-29,0.57025,0,0.2,0.37025,1,1,1
"PIRACICABA",32,"2023-11-29","covid","com_atraso",30,2023-11-29,0.38,0,0,0.38,0,1,1
"PIRACICABA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-29,1.15025,0,0,1.15025,0,1,1
"PIRACICABA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-29,1.43,0.4,0,1.03,2,1,1
"PIRACICABA",12,"2023-11-29","covid","mediana",10,2023-11-29,7.23025,5.6,0,1.63025,12,0,0
"PRESIDENTE PRUDENTE",12,"2023-11-29","covid","com_atraso",10,2023-11-22,4.58,0,4.2,0.38,7,0,0
"PRESIDENTE PRUDENTE",31,"2023-11-29","covid","com_atraso",30,2023-11-22,3.79,0,3.4,0.39,7,0,1
"PRESIDENTE PRUDENTE",14,"2023-11-29","covid","corte 3 semanas",10,2023-11-23,3.0605,0,1.6,1.4605,6,0,1
"PRESIDENTE PRUDENTE",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-23,1.62,0,0.8,0.82,4,1,1
"PRESIDENTE PRUDENTE",12,"2023-11-29","covid","mediana",10,2023-11-22,2.8,0,2.2,0.6,5,0,1
"REGISTRO",12,"2023-11-29","covid","com_atraso",10,2023-11-21,0.28,0,0,0.28,0,1,1
"REGISTRO",32,"2023-11-29","covid","com_atraso",30,2023-11-21,0.72,0.2,0,0.52,1,1,1
"REGISTRO",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-21,7.35175,4.2,0,3.15175,11,0,1
"REGISTRO",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-21,6.48025,4.2,0,2.28025,11,0,1
"REGISTRO",12,"2023-11-29","covid","mediana",10,2023-11-21,2.41025,1.6,0,0.81025,4,0,1
"RIBEIRÃO PRETO",12,"2023-11-29","covid","com_atraso",10,2023-11-22,0.8,0,0.4,0.4,2,1,1
"RIBEIRÃO PRETO",32,"2023-11-29","covid","com_atraso",30,2023-11-22,0.8,0,0.4,0.4,2,1,1
"RIBEIRÃO PRETO",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-21,1.69075,0,1,0.690749999999999,3,0,1
"RIBEIRÃO PRETO",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-21,1.45,0,1,0.45,3,0,1
"RIBEIRÃO PRETO",12,"2023-11-29","covid","mediana",10,2023-11-22,0.87,0,0.2,0.67,1,1,1
"SOROCABA",12,"2023-11-29","covid","com_atraso",10,2023-11-22,6.01,0,5.6,0.41,10,0,0
"SOROCABA",32,"2023-11-29","covid","com_atraso",30,2023-11-22,4.52,0,4,0.52,8,0,1
"SOROCABA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-25,3.651,0,0.4,3.251,2,1,1
"SOROCABA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-25,2.981,0.6,0,2.381,3,1,1
"SOROCABA",12,"2023-11-29","covid","mediana",10,2023-11-29,1.4,0,0.6,0.8,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-29","covid","com_atraso",10,2023-11-25,4.51,0,4,0.51,8,0,1
"SÃO JOSÉ DO RIO PRETO",32,"2023-11-29","covid","com_atraso",30,2023-11-25,3.95025,0,3.4,0.55025,7,0,1
"SÃO JOSÉ DO RIO PRETO",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-24,4.2705,1.2,0,3.0705,6,1,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-24,6.7005,4.4,0,2.3005,12,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-29","covid","mediana",10,2023-11-21,1.89025,0,0.8,1.09025,4,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-29","covid","com_atraso",10,2023-11-25,0.75,0.2,0,0.55,1,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-11-29","covid","com_atraso",30,2023-11-25,0.85,0.2,0,0.65,1,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-16,3.20075,0.2,0,3.00075,1,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-16,2.53025,0.6,0,1.93025,3,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-29","covid","mediana",10,2023-11-25,8.1,6,0,2.1,14,0,1
"TAUBATÉ",12,"2023-11-29","covid","com_atraso",10,2023-11-29,9.51,0,9,0.51,13,0,0
"TAUBATÉ",32,"2023-11-29","covid","com_atraso",30,2023-11-29,9.8,0,9.4,0.4,13,0,0
"TAUBATÉ",15,"2023-11-29","covid","corte 3 semanas",10,2023-11-29,8.75225,0,7,1.75225,15,0,1
"TAUBATÉ",35,"2023-11-29","covid","corte 3 semanas",30,2023-11-29,7.42,0,6.4,1.02,14,0,1
"TAUBATÉ",12,"2023-11-29","covid","mediana",10,2023-11-29,16.06,12.2,0,3.86,29,0,1
"ARARAQUARA",12,"2023-12-06","covid","com_atraso",10,2023-11-21,0.7,0,0.2,0.5,1,1,1
"ARARAQUARA",32,"2023-12-06","covid","com_atraso",30,2023-11-21,0.6,0,0.2,0.4,1,1,1
"ARARAQUARA",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-24,2.75025,1,0,1.75025,5,1,1
"ARARAQUARA",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-24,3.19,1.6,0,1.59,6,0,1
"ARARAQUARA",12,"2023-12-06","covid","mediana",10,2023-11-28,1.08,0.4,0,0.68,2,1,1
"ARAÇATUBA",12,"2023-12-06","covid","com_atraso",10,2023-11-24,0.53,0,0,0.53,0,1,1
"ARAÇATUBA",32,"2023-12-06","covid","com_atraso",30,2023-11-24,0.61,0.2,0,0.41,1,1,1
"ARAÇATUBA",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-23,2.81,0.8,0,2.01,4,1,1
"ARAÇATUBA",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-23,2.65,1.4,0,1.25,5,0,1
"ARAÇATUBA",12,"2023-12-06","covid","mediana",10,2023-11-24,1.46025,0.6,0,0.86025,3,1,1
"BAIXADA SANTISTA",12,"2023-12-06","covid","com_atraso",10,2023-11-29,1.05,0,0.8,0.25,2,0,1
"BAIXADA SANTISTA",32,"2023-12-06","covid","com_atraso",30,2023-11-29,1.05025,0,0.8,0.25025,2,0,1
"BAIXADA SANTISTA",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-29,1.69025,0,1,0.69025,3,0,1
"BAIXADA SANTISTA",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-29,1.0105,0,0.4,0.6105,2,1,1
"BAIXADA SANTISTA",12,"2023-12-06","covid","mediana",10,2023-11-29,1.42,0.6,0,0.82,3,1,1
"BARRETOS",12,"2023-12-06","covid","com_atraso",10,2023-11-22,1.07025,0,0.8,0.27025,2,0,1
"BARRETOS",32,"2023-12-06","covid","com_atraso",30,2023-11-22,1.05,0,0.8,0.25,2,0,1
"BARRETOS",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-14,14.1257499999999,1.2,0,12.9257499999999,4,0,1
"BARRETOS",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-14,2.16,1.2,0,0.96,4,0,1
"BARRETOS",12,"2023-12-06","covid","mediana",10,2023-11-22,1.08,0,0.8,0.28,2,0,1
"BAURU",12,"2023-12-06","covid","com_atraso",10,2023-11-28,0.82025,0,0.4,0.42025,2,1,1
"BAURU",32,"2023-12-06","covid","com_atraso",30,2023-11-28,0.81,0,0.4,0.41,2,1,1
"BAURU",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-02,3.248,0,1.7,1.548,7,0,1
"BAURU",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-02,1.83525,0,0,1.83525,0,1,1
"BAURU",12,"2023-12-06","covid","mediana",10,2023-11-28,2.77,1.4,0,1.37,5,0,1
"CAMPINAS",12,"2023-12-06","covid","com_atraso",10,2023-11-28,5.48,0,4.8,0.68,10,0,1
"CAMPINAS",32,"2023-12-06","covid","com_atraso",30,2023-11-28,4.37025,0,3.6,0.77025,8,0,1
"CAMPINAS",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-02,10.661,5.4,0,5.261,19,0,1
"CAMPINAS",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-02,14.86075,10.6,0,4.26075,27,0,1
"CAMPINAS",12,"2023-12-06","covid","mediana",10,2023-12-05,1.69025,0,0.6,1.09025,3,1,1
"FRANCA",12,"2023-12-06","covid","com_atraso",10,2023-11-29,0.40025,0,0,0.40025,0,1,1
"FRANCA",31,"2023-12-06","covid","com_atraso",30,2023-11-29,0.38,0,0,0.38,0,1,1
"FRANCA",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-02,2.131,0.6,0,1.531,3,1,1
"FRANCA",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-02,3.03025,1.8,0,1.23025,5,0,1
"FRANCA",12,"2023-12-06","covid","mediana",10,2023-11-29,0.42,0,0,0.42,0,1,1
"GRANDE SÃO PAULO",10,"2023-12-06","covid","com_atraso",10,2023-11-29,41.85,0,40.8,1.05,50,0,0
"GRANDE SÃO PAULO",32,"2023-12-06","covid","com_atraso",30,2023-11-29,42.87025,0,41.99,0.88025,48,0,0
"GRANDE SÃO PAULO",13,"2023-12-06","covid","corte 3 semanas",10,2023-12-06,32.71475,0,31,1.71475,53,0,1
"GRANDE SÃO PAULO",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-06,47.91,0,47.6,0.31,52,0,0
"GRANDE SÃO PAULO",12,"2023-12-06","covid","mediana",10,2023-12-06,16.12,0,14,2.12,30,0,1
"MARÍLIA",12,"2023-12-06","covid","com_atraso",10,2023-11-29,1.85,1.2,0,0.65,4,0,1
"MARÍLIA",32,"2023-12-06","covid","com_atraso",30,2023-11-29,2.25,1.6,0,0.65,4,0,1
"MARÍLIA",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-01,2.53225,0,0.2,2.33225,1,1,1
"MARÍLIA",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-01,1.22,0,0,1.22,0,1,1
"MARÍLIA",12,"2023-12-06","covid","mediana",10,2023-11-29,4.41,3.2,0,1.21,8,0,1
"PIRACICABA",12,"2023-12-06","covid","com_atraso",10,2023-11-29,0.72025,0.2,0,0.52025,1,1,1
"PIRACICABA",32,"2023-12-06","covid","com_atraso",30,2023-11-29,0.93,0.4,0,0.53,2,1,1
"PIRACICABA",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-28,1.5005,0,0,1.5005,0,1,1
"PIRACICABA",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-28,2.11,0.6,0,1.51,3,1,1
"PIRACICABA",12,"2023-12-06","covid","mediana",10,2023-11-29,7.85,6.2,0,1.65,13,0,0
"PRESIDENTE PRUDENTE",12,"2023-12-06","covid","com_atraso",10,2023-11-28,3.21,0,2.8,0.41,6,0,1
"PRESIDENTE PRUDENTE",32,"2023-12-06","covid","com_atraso",30,2023-11-28,2.7,0,2.2,0.5,5,0,1
"PRESIDENTE PRUDENTE",14,"2023-12-06","covid","corte 3 semanas",10,2023-11-24,3.36125,0,1.8,1.56125,7,0,1
"PRESIDENTE PRUDENTE",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-24,2.35,0,1.4,0.95,5,0,1
"PRESIDENTE PRUDENTE",12,"2023-12-06","covid","mediana",10,2023-11-28,1.74,0.4,0,1.34,2,1,1
"REGISTRO",12,"2023-12-06","covid","com_atraso",10,2023-11-22,3.63,2.8,0,0.83,6,0,1
"REGISTRO",32,"2023-12-06","covid","com_atraso",30,2023-11-22,3.92025,3,0,0.92025,7,0,1
"REGISTRO",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-21,7.1755,4.5,0,2.6755,11,0,1
"REGISTRO",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-21,6.6,4.2,0,2.4,11,0,1
"REGISTRO",12,"2023-12-06","covid","mediana",10,2023-11-22,1.56025,1,0,0.56025,3,0,1
"RIBEIRÃO PRETO",12,"2023-12-06","covid","com_atraso",10,2023-12-06,0.38025,0,0,0.38025,0,1,1
"RIBEIRÃO PRETO",32,"2023-12-06","covid","com_atraso",30,2023-12-06,0.38,0,0,0.38,0,1,1
"RIBEIRÃO PRETO",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-06,0.57025,0,0,0.57025,0,1,1
"RIBEIRÃO PRETO",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-06,0.42025,0,0,0.42025,0,1,1
"RIBEIRÃO PRETO",12,"2023-12-06","covid","mediana",10,2023-12-06,4.3,3.2,0,1.1,8,0,1
"SOROCABA",12,"2023-12-06","covid","com_atraso",10,2023-12-06,3.25,0,3,0.25,5,0,0
"SOROCABA",32,"2023-12-06","covid","com_atraso",30,2023-12-06,3.25,0,3,0.25,5,0,0
"SOROCABA",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-07,2.20075,0,1.6,0.600749999999999,4,0,1
"SOROCABA",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-07,1.68,0,1.1,0.58,3.5,0,1
"SOROCABA",12,"2023-12-06","covid","mediana",10,2023-12-06,0.88,0,0.2,0.68,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-06","covid","com_atraso",10,2023-11-29,7.055,0,6.5,0.555,11,0,0
"SÃO JOSÉ DO RIO PRETO",32,"2023-12-06","covid","com_atraso",30,2023-11-29,5.82025,0,5.19,0.63025,10,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-08,4.98075,0,4.2,0.780749999999999,9,0,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-08,2.21025,0,1,1.21025,5,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-06","covid","mediana",10,2023-12-06,3.07,0,2.4,0.67,6,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-06","covid","com_atraso",10,2023-11-28,0.52,0,0,0.52,0,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-12-06","covid","com_atraso",30,2023-11-28,0.41,0,0,0.41,0,1,1
"SÃO JOÃO DA BOA VISTA",15,"2023-12-06","covid","corte 3 semanas",10,2023-12-01,3.2315,1.4,0,1.8315,5,0,1
"SÃO JOÃO DA BOA VISTA",35,"2023-12-06","covid","corte 3 semanas",30,2023-12-01,3.3205,1.8,0,1.5205,5,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-06","covid","mediana",10,2023-12-05,3.68,2.6,0,1.08,7,0,1
"TAUBATÉ",12,"2023-12-06","covid","com_atraso",10,2023-11-29,5.19,0,4.4,0.79,10,0,1
"TAUBATÉ",32,"2023-12-06","covid","com_atraso",30,2023-11-29,4.97,0,4.2,0.77,9,0,1
"TAUBATÉ",15,"2023-12-06","covid","corte 3 semanas",10,2023-11-29,7.6105,0,4.6,3.0105,13,0,1
"TAUBATÉ",35,"2023-12-06","covid","corte 3 semanas",30,2023-11-29,5.42125,0,3.8,1.62125,11,0,1
"TAUBATÉ",12,"2023-12-06","covid","mediana",10,2023-11-29,19.285,14.9,0,4.385,33,0,0
"ARARAQUARA",12,"2023-12-13","covid","com_atraso",10,2023-12-06,1.65,0,1.4,0.25,3,0,1
"ARARAQUARA",32,"2023-12-13","covid","com_atraso",30,2023-12-06,1.65,0,1.4,0.25,3,0,1
"ARARAQUARA",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-07,1.2805,0,0.4,0.8805,2,1,1
"ARARAQUARA",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-07,0.64,0,0.2,0.44,1,1,1
"ARARAQUARA",12,"2023-12-13","covid","mediana",10,2023-12-13,2.15,0,2,0.15,4,0,1
"ARAÇATUBA",12,"2023-12-13","covid","com_atraso",10,2023-12-06,1.06,0,0.8,0.26,2,0,1
"ARAÇATUBA",32,"2023-12-13","covid","com_atraso",30,2023-12-06,0.76,0,0.4,0.36,2,1,1
"ARAÇATUBA",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-07,0.88,0,0,0.88,0,1,1
"ARAÇATUBA",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-07,0.9,0.2,0,0.7,1,1,1
"ARAÇATUBA",12,"2023-12-13","covid","mediana",10,2023-12-13,1.38,0,1,0.38,3,0,1
"BAIXADA SANTISTA",12,"2023-12-13","covid","com_atraso",10,2023-11-28,0.62,0,0.2,0.42,1,1,1
"BAIXADA SANTISTA",32,"2023-12-13","covid","com_atraso",30,2023-11-28,0.41,0,0,0.41,0,1,1
"BAIXADA SANTISTA",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-02,3.39125,0,0.2,3.19125,1,1,1
"BAIXADA SANTISTA",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-02,2.091,0,0,2.091,0,1,1
"BAIXADA SANTISTA",12,"2023-12-13","covid","mediana",10,2023-12-05,1.1,0,0.8,0.3,2,0,1
"BARRETOS",12,"2023-12-13","covid","com_atraso",10,2023-11-24,0.81,0,0.4,0.41,2,1,1
"BARRETOS",32,"2023-12-13","covid","com_atraso",30,2023-11-24,1.06,0,0.8,0.26,2,0,1
"BARRETOS",15,"2023-12-13","covid","corte 3 semanas",10,2023-11-14,4.6025,0.6,0,4.0025,3,1,1
"BARRETOS",35,"2023-12-13","covid","corte 3 semanas",30,2023-11-14,2.14,1.2,0,0.94,4,0,1
"BARRETOS",12,"2023-12-13","covid","mediana",10,2023-11-24,1.12,0,0.8,0.32,2,0,1
"BAURU",12,"2023-12-13","covid","com_atraso",10,2023-12-06,2,0,1.6,0.4,4,0,1
"BAURU",32,"2023-12-13","covid","com_atraso",30,2023-12-06,1.98,0,1.6,0.38,4,0,1
"BAURU",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-07,2.33025,0,1.2,1.13025,4,0,1
"BAURU",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-07,1.31,0,0.2,1.11,1,1,1
"BAURU",12,"2023-12-13","covid","mediana",10,2023-12-06,0.94,0,0.4,0.54,2,1,1
"CAMPINAS",12,"2023-12-13","covid","com_atraso",10,2023-11-29,1.38025,0,0.2,1.18025,1,1,1
"CAMPINAS",32,"2023-12-13","covid","com_atraso",30,2023-11-29,1.05025,0,0,1.05025,0,1,1
"CAMPINAS",15,"2023-12-13","covid","corte 3 semanas",10,2023-12-06,3.1905,0,0.4,2.7905,2,1,1
"CAMPINAS",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-06,2.52,0.4,0,2.12,2,1,1
"CAMPINAS",12,"2023-12-13","covid","mediana",10,2023-12-06,1.78,0.4,0,1.38,2,1,1
"FRANCA",12,"2023-12-13","covid","com_atraso",10,2023-11-28,0.41,0,0,0.41,0,1,1
"FRANCA",31,"2023-12-13","covid","com_atraso",30,2023-11-28,0.69,0.2,0,0.49,1,1,1
"FRANCA",15,"2023-12-13","covid","corte 3 semanas",10,2023-11-29,1.42025,0.2,0,1.22025,1,1,1
"FRANCA",35,"2023-12-13","covid","corte 3 semanas",30,2023-11-29,2.33,1.2,0,1.13,4,0,1
"FRANCA",12,"2023-12-13","covid","mediana",10,2023-11-28,2.17525,1.2,0,0.97525,4,0,1
"GRANDE SÃO PAULO",10,"2023-12-13","covid","com_atraso",10,2023-12-06,38.70025,0,37.79,0.91025,45,0,0
"GRANDE SÃO PAULO",32,"2023-12-13","covid","com_atraso",30,2023-12-06,39.56025,0,38.79,0.77025,44,0,0
"GRANDE SÃO PAULO",13,"2023-12-13","covid","corte 3 semanas",10,2023-12-06,11.711,0,5,6.711,25,1,1
"GRANDE SÃO PAULO",35,"2023-12-13","covid","corte 3 semanas",30,2023-12-06,10.43025,0,5.8,4.63025,23,0,1
